298,474,4,884182806
253,465,5,891628467
286,1014,5,879781125
200,222,5,876042340
122,387,5,879270459
291,1042,4,874834944
119,392,4,886176814
167,486,4,892738452
299,144,4,877881320
308,1,4,887736532
38,95,5,892430094
63,277,4,875747401
160,234,5,876861185
301,98,4,882075827
225,193,4,879539727
290,88,4,880731963
157,274,4,886890835
278,603,5,891295330
7,32,4,891350932
10,16,4,877888877
284,304,4,885329322
287,327,5,875333916
246,201,5,884921594
242,1137,5,879741196
249,241,5,879641194
99,4,5,886519097
251,100,4,886271884
260,322,4,890618898
25,181,5,885853415
59,196,5,888205088
87,384,4,879877127
290,143,5,880474293
42,423,5,881107687
292,515,4,881103977
201,219,4,884112673
246,919,4,884920949
138,26,5,879024232
60,427,5,883326620
57,304,5,883698581
223,274,4,891550094
189,512,4,893277702
194,165,4,879546723
178,248,4,882823954
127,229,5,884364867
225,237,5,879539643
225,480,5,879540748
291,144,5,874835091
222,366,4,878183381
267,518,5,878971773
11,111,4,891903862
95,625,4,888954412
8,338,4,879361873
162,25,4,877635573
87,1016,4,879876194
279,154,5,875296291
119,1153,5,874781198
62,498,4,879373848
28,209,4,881961214
135,23,4,879857765
90,382,5,891383835
286,208,4,877531942
216,144,4,880234639
166,328,5,886397722
250,496,4,878090499
271,132,5,885848672
160,174,5,876860807
265,118,4,875320714
42,96,5,881107178
168,151,5,884288058
110,307,4,886987260
58,144,4,884304936
90,648,4,891384754
271,346,4,885844430
237,514,4,879376641
94,789,4,891720887
298,317,4,884182806
44,195,5,878347874
264,200,5,886122352
72,195,5,880037702
222,750,5,883815120
262,1147,4,879791710
59,23,5,888205300
286,379,5,877533771
244,815,4,880605185
7,479,4,891352010
87,274,4,879876734
13,272,4,884538403
305,427,5,886323090
299,955,4,889502823
269,504,4,891449922
194,466,4,879525876
160,135,4,876860807
10,486,4,877886846
259,117,4,874724988
303,919,4,879467295
213,273,5,878870987
90,98,5,891383204
68,117,4,876973939
172,177,4,875537965
19,4,4,885412840
268,231,4,875744136
44,294,4,883612356
43,137,4,875975656
80,466,5,887401701
254,164,4,886472768
66,298,4,883601324
99,79,4,885680138
13,98,4,881515011
7,455,4,891353086
222,755,4,878183481
200,673,5,884128554
119,328,4,876923913
213,172,5,878955442
