22,377,1,878887116
244,51,2,880606923
166,346,1,886397596
115,265,2,881171488
62,257,2,879372434
194,274,2,879539794
234,1184,2,892079237
291,118,2,874833878
95,546,2,879196566
102,768,2,883748450
181,1081,1,878962623
276,796,1,874791932
201,979,2,884114233
81,432,2,876535131
72,679,2,880037164
20,288,1,879667584
167,232,1,892738341
92,1049,1,890251826
241,690,2,887249482
145,275,2,885557505
194,385,2,879524643
174,368,1,886434402
194,1211,2,879551380
82,1134,2,884714402
13,836,2,882139746
244,756,2,880605157
95,787,2,888954930
43,14,2,883955745
49,559,2,888067405
155,323,2,879371261
305,117,2,886324028
279,1336,1,875298353
279,1240,1,892174404
268,1035,2,875542174
26,930,2,891385985
15,405,2,879455957
207,476,2,884386343
251,748,2,886272175
125,235,2,892838559
110,688,1,886987605
16,944,1,877727122
305,214,2,886323068
194,1028,2,879541148
91,323,2,891438397
229,328,1,891632142
303,842,2,879484804
268,930,2,875742942
268,2,2,875744173
192,476,2,881368243
268,145,1,875744501
181,264,2,878961624
181,872,1,878961814
201,146,1,884140579
193,96,1,889124507
219,82,1,889452455
302,322,2,879436875
181,3,2,878963441
201,695,1,884140115
302,303,2,879436785
145,15,2,875270655
181,1295,1,878961781
23,323,2,874784266
112,903,1,892440172
215,212,2,891435680
104,984,1,888442575
286,237,2,875806800
272,1393,2,879454663
207,1115,2,879664906
49,959,2,888068912
13,344,2,888073635
104,117,2,888465972
38,758,1,892434626
269,845,1,891456255
275,405,2,876197645
83,78,2,880309089
254,436,2,886474216
92,501,2,875653665
160,460,2,876861185
23,196,2,874786926
181,279,1,878962955
181,325,2,878961814
117,1047,2,881009697
99,111,1,885678886
65,47,2,879216672
269,217,2,891451610
85,259,2,881705026
201,960,2,884112077
181,938,1,878961586
222,278,2,877563913
63,289,2,875746985
246,94,2,884923505
256,849,2,882164603
164,406,2,889402389
94,184,2,891720862
281,338,2,881200457
128,371,1,879966954
94,720,1,891723593
129,873,1,883245452
151,176,2,879524293
181,306,1,878962006
21,370,1,874951293
268,824,2,876518557
181,741,1,878962918
126,905,2,887855283
21,222,2,874951382
279,1497,2,890780576
90,259,2,891382392
82,508,2,884714249
181,1015,1,878963121
75,284,2,884050393
269,22,1,891448072
271,1028,2,885848102
222,812,2,881059117
82,717,1,884714492
269,234,1,891449406
282,325,1,881703044
78,323,1,879633567
246,561,1,884923445
13,901,1,883670672
244,17,2,880607205
15,749,1,879455311
109,127,2,880563471
269,705,2,891448850
246,409,2,884923372
181,762,2,878963418
213,235,1,878955115
92,739,2,876175582
5,439,1,878844423
5,225,2,875635723
288,593,2,886892127
268,217,2,875744501
280,1049,2,891702486
262,931,2,879790874
181,870,2,878962623
158,665,2,880134532
181,1060,1,878962675
13,780,1,882142057
253,259,2,891628883
49,1003,2,888068651
62,68,1,879374969
85,51,2,879454782
58,1099,2,892243079
197,688,1,891409564
181,1288,1,878962349
66,877,1,883601089
195,1052,1,877835102
181,927,1,878962675
181,696,2,878962997
311,179,2,884365357
21,440,1,874951798
244,550,1,880602264
37,540,2,880916070
299,387,2,889502756
62,665,2,879376483
161,48,1,891170745
255,1034,1,883217030
104,301,2,888442275
279,122,1,875297433
109,475,1,880563641
230,1444,2,880485726
6,301,2,883600406
102,515,1,888801316
6,258,2,883268278
184,412,2,889912691
190,977,2,891042938
20,208,2,879669401
181,930,1,878963275
222,379,1,878184290
68,742,1,876974198
5,110,1,875636493
92,831,2,886443708
87,401,2,879876813
1,155,2,878542201
234,632,2,892079538
7,472,2,891353357
186,250,1,879023607
104,756,2,888465739
224,583,1,888103729
303,397,1,879543831
99,873,1,885678436
13,418,2,882398763
13,858,1,882397068
217,182,2,889070109
59,485,2,888204466
100,354,2,891375260
269,252,1,891456350
297,73,2,875239691
94,860,2,891723706
125,382,1,892836623
275,1091,2,875154535
198,118,2,884206513
124,496,1,890286933
234,241,2,892335042
75,240,1,884050661
207,68,2,877125350
145,974,1,882182634
149,319,2,883512658
62,86,2,879374640
293,380,2,888907527
181,334,1,878961749
250,204,2,878091682
5,454,1,875721432
145,737,2,875272833
153,174,1,881371140
207,554,2,877822854
254,219,1,886475980
297,233,2,875239914
85,25,2,879452769
217,27,1,889070011
201,148,1,884140751
190,974,2,891625949
82,756,1,878768741
59,235,1,888203658
145,756,2,885557506
181,14,1,878962392
158,128,2,880134296
75,237,2,884050309
223,1150,2,891549841
293,325,2,888904353
301,138,2,882079446
194,212,1,879524216
38,573,1,892433660
21,948,1,874951054
181,1332,1,878962278
16,89,2,877717833
268,386,2,875743978
94,155,2,891723807
179,339,1,892151366
161,168,1,891171174
42,953,2,881108815
222,106,2,883816184
304,259,1,884967253
49,68,1,888069513
3,335,1,889237269
303,779,1,879543418
181,1334,1,878962240
181,1327,1,878963305
104,287,2,888465347
312,153,2,891699491
206,323,1,888179833
268,790,2,876513785
5,424,1,875635807
299,1047,2,877880041
79,1161,2,891271697
264,448,2,886122031
64,433,2,889740286
3,245,1,889237247
223,908,1,891548802
303,1160,2,879544629
299,240,2,877878414
82,343,1,884713755
92,1209,1,875660468
194,160,2,879551380
177,321,2,880130481
177,69,1,880131088
207,1350,2,877878772
311,559,2,884366187
99,274,1,885679157
59,418,2,888205188
7,674,2,891352659
268,1041,1,875743735
203,282,1,880434919
13,807,1,886304229
121,117,1,891388600
212,180,1,879303974
181,240,1,878963122
58,214,2,884305296
62,288,2,879371909
35,243,2,875459046
104,1016,1,888466002
181,1010,1,878962774
92,540,2,875813197
293,412,1,888905377
104,1010,1,888465554
269,1165,1,891446904
287,252,1,875334361
145,764,2,888398257
222,148,2,881061164
129,331,2,883244737
257,1260,2,880496892
234,571,2,892318158
249,930,2,879640585
222,552,2,878184596
117,758,2,881011217
112,327,1,884992535
303,145,1,879543573
201,747,2,884113635
201,215,2,884140382
255,472,1,883216958
130,901,1,884624044
181,1094,1,878963086
201,51,2,884140751
31,886,2,881547877
279,1048,1,886015533
181,408,1,878962550
279,1151,2,875744584
141,826,2,884585437
184,161,2,889909640
177,243,1,882142141
165,288,2,879525673
92,709,2,875654590
3,337,1,889236983
94,820,1,891723186
262,293,2,879790906
102,161,2,888801876
83,301,2,891181430
110,1246,2,886989613
24,367,2,875323241
269,674,2,891451754
154,289,2,879138345
305,11,1,886323237
73,94,1,888625754
120,546,2,889490979
26,235,2,891372429
268,1249,2,875743793
307,687,1,879114143
251,148,2,886272547
81,742,2,876533764
13,354,2,888779458
223,8,2,891550684
201,69,2,884112901
244,148,2,880605071
181,874,1,878961749
90,553,2,891384959
303,120,2,879544099
254,379,1,886474650
276,1157,2,874795772
318,768,2,884498022
234,808,2,892335707
87,1079,2,879877240
209,906,2,883589546
148,140,1,877019882
223,977,2,891550295
174,80,1,886515210
99,354,2,888469332
303,738,2,879544276
224,873,2,888082187
88,750,2,891037276
256,771,2,882164999
181,1383,1,878962086
201,206,2,884112029
45,763,2,881013563
161,162,2,891171413
299,235,1,877878184
262,47,2,879794599
224,20,1,888104487
145,743,1,888398516
152,412,2,880149328
200,24,2,884127370
57,760,2,883697617
276,1095,1,877935135
223,411,1,891550005
21,103,1,874951245
222,441,2,881059920
49,38,1,888068289
95,1229,2,879198800
198,100,1,884207325
268,94,2,875743630
269,658,2,891448497
151,1006,1,879524974
293,748,2,888904327
181,1342,1,878962168
206,900,1,888179980
293,779,1,888908066
101,281,2,877136842
314,1263,2,877890611
314,276,1,877886413
21,299,1,874950931
234,1015,2,892079617
5,376,2,879198045
104,411,1,888465739
21,457,1,874951054
29,539,2,882821044
181,16,1,878962996
109,101,1,880578186
157,250,1,886890296
90,906,2,891382240
294,1199,2,889242142
323,257,2,878739393
174,395,1,886515154
159,1037,2,884360502
181,979,2,878963241
299,971,2,889502353
181,221,1,878962465
104,327,2,888442202
181,995,1,878961585
258,288,1,885700919
276,43,1,874791383
229,347,1,891632073
130,245,1,874953526
15,473,1,879456204
219,347,1,889386819
125,997,2,892838976
85,277,2,879452938
116,7,2,876453915
209,688,1,883589626
82,231,2,878769815
107,271,2,891264432
15,678,1,879455311
56,196,2,892678628
246,82,2,884921986
13,320,1,882397010
268,63,1,875743792
271,410,2,885848238
194,82,2,879524216
135,431,2,879857868
13,451,1,882141872
125,152,1,879454892
313,148,2,891031979
6,143,2,883601053
305,960,1,886324362
269,82,2,891450780
222,1207,2,881060659
5,231,2,875635947
201,686,2,884112352
13,289,2,882140759
207,810,2,877125506
291,571,2,875086608
49,17,2,888068651
280,472,2,891702086
59,588,2,888204389
236,265,2,890116191
188,769,2,875074720
254,624,2,886473254
181,1001,1,878963038
56,235,1,892911348
6,294,2,883599938
62,365,2,879376096
5,377,1,878844615
100,321,1,891375112
269,729,2,891448569
201,421,2,884111708
181,1348,1,878962200
15,932,1,879456465
234,233,2,892335990
15,127,2,879455505
110,1179,2,886989501
181,302,2,878961511
303,369,1,879544130
197,518,1,891409982
303,323,1,879466214
221,1250,2,875247855
13,476,2,882141997
87,775,2,879876848
314,1289,2,877887388
130,931,2,880396881
224,658,1,888103840
11,517,2,891905222
298,91,2,884182932
255,678,2,883215795
276,406,2,874786831
276,34,2,877934264
150,121,2,878747322
38,139,2,892432786
279,116,1,888799670
62,138,1,879376709
293,1161,2,888905062
13,338,1,882140740
280,554,1,891701998
178,106,2,882824983
201,117,2,884112487
256,1057,2,882163805
303,1095,2,879543988
302,323,2,879436875
229,313,2,891631948
279,65,1,875306767
93,412,2,888706037
75,476,1,884050393
293,665,2,888908117
293,36,1,888908041
102,405,2,888801812
21,839,1,874951797
38,432,1,892430282
92,453,1,875906882
319,338,2,879977242
224,149,1,888103999
83,640,2,880308550
181,1320,1,878962279
49,49,2,888068990
279,827,1,888426577
271,630,2,885848943
303,748,2,879466214
64,93,2,889739025
150,100,2,878746636
318,50,2,884495696
13,844,1,882397010
21,590,1,874951898
311,68,1,884365824
95,1230,1,888956901
181,1324,1,878962464
201,332,2,884110887
194,1206,1,879554453
269,106,1,891451947
316,588,1,880853992
13,567,1,882396955
43,1057,2,884029777
268,672,2,875744501
13,877,2,882140792
145,460,1,875271312
83,413,1,891182379
246,728,1,884923829
44,230,2,883613335
229,315,1,891632945
193,827,2,890859916
279,393,1,875314093
142,243,1,888640199
201,326,2,884111095
43,631,2,883955675
176,294,2,886047220
302,245,2,879436911
269,411,1,891451013
57,831,1,883697785
167,392,1,892738307
22,791,1,878887227
194,705,2,879524007
271,1266,2,885848943
155,988,2,879371261
255,217,2,883216600
95,636,1,879196566
44,56,2,878348601
206,1394,1,888179981
31,682,2,881547834
73,588,2,888625754
254,286,1,887346861
168,284,2,884288112
181,1093,1,878962391
181,304,1,878961586
198,24,2,884205385
305,15,1,886322796
201,370,1,884114506
13,314,1,884538485
206,245,1,888179772
262,77,2,879794829
144,91,2,888106106
63,841,1,875747917
38,838,2,892433680
109,154,2,880578121
121,405,2,891390579
161,174,2,891170800
305,87,1,886323153
211,300,2,879461395
276,104,1,874836682
68,118,2,876974248
189,120,1,893264954
20,11,2,879669401
20,176,2,879669152
49,148,1,888068195
195,407,2,877835302
151,260,1,879523998
194,576,2,879528568
271,624,2,885849558
313,65,2,891016962
315,431,2,879821300
293,729,2,888907145
224,708,2,888104153
83,364,1,886534501
224,1208,1,888104554
201,37,2,884114635
155,748,2,879371261
263,333,2,891296842
102,1025,2,883278200
181,1322,1,878962086
174,396,1,886515104
125,150,1,879454892
181,1364,1,878962464
1,266,1,885345728
106,828,2,883876872
181,680,1,878961709
286,771,2,877535119
271,121,2,885848132
179,751,1,892151565
222,426,1,878181351
193,368,1,889127860
279,88,1,882146554
230,238,1,880484778
293,931,1,888905252
102,264,2,883277645
244,220,2,880605264
1,74,1,889751736
49,758,1,888067596
279,1493,1,888465068
6,477,1,883599509
293,1220,2,888907552
181,123,2,878963276
110,301,2,886987505
14,357,2,890881294
22,687,1,878887476
68,411,1,876974596
174,41,1,886515063
205,678,1,888284618
58,1100,2,884304979
186,406,1,879023272
293,148,1,888907015
87,386,2,879877006
293,227,2,888906990
43,820,2,884029742
95,573,1,888954808
181,20,1,878962919
81,476,2,876534124
325,402,2,891479706
232,8,2,888549757
61,690,2,891206407
44,665,1,883613372
92,1016,2,875640582
168,255,1,884287560
2,314,1,888980085
222,715,2,878183924
201,452,1,884114770
314,90,2,877888758
102,576,2,888802722
38,508,2,892429399
268,374,2,875744895
291,324,1,874805453
246,80,2,884923329
83,631,2,887664566
234,616,2,892334976
232,275,2,885939945
305,56,1,886323068
202,515,1,879726778
181,975,2,878963343
144,62,2,888105902
194,1183,2,879554453
249,597,2,879640436
301,395,1,882079384
201,777,1,884112673
22,456,1,878887413
59,931,2,888203610
44,88,2,878348885
5,394,2,879198031
288,1039,2,886373565
99,682,2,885678371
234,596,2,891227979
29,748,2,882821558
49,102,2,888067164
194,213,2,879523575
145,411,2,875271522
265,7,2,875320689
248,282,2,884535582
239,47,2,889180169
326,69,2,879874964
180,67,1,877127591
280,99,2,891700475
38,403,1,892432205
95,720,2,879196513
207,290,2,878104627
201,2,2,884112487
102,391,2,888802767
81,411,2,876534244
194,756,1,879549899
83,254,2,880327839
222,1078,2,878183449
271,300,2,885844583
6,95,2,883602133
254,649,1,886474619
200,409,2,884127431
216,143,2,881428956
268,121,2,875743141
331,479,2,877196504
125,1036,2,892839191
92,1095,2,886443728
83,543,2,887665445
101,369,2,877136928
104,324,1,888442404
327,300,2,887743541
85,97,2,879829667
297,574,1,875239092
3,323,2,889237269
286,425,2,877532013
327,702,2,887819021
178,984,2,882823530
297,443,2,875240133
150,325,1,878747322
145,1057,1,875271312
181,124,1,878962550
269,210,1,891449608
29,689,2,882821705
190,340,1,891033153
181,823,2,878963343
269,72,2,891451470
248,474,2,884534672
181,688,1,878961668
181,457,1,878961474
216,577,1,881432453
301,53,1,882078883
327,274,2,887819462
254,577,1,886476092
181,406,1,878962955
168,235,2,884288270
223,258,1,891548802
99,124,2,885678886
244,97,2,880605514
234,959,2,892334189
181,359,1,878961668
315,17,1,879821003
302,309,2,879436820
200,103,2,891825521
201,844,2,884112537
38,122,1,892434801
148,177,2,877020715
145,25,2,875270655
289,410,2,876790361
13,908,1,886302385
1,27,2,876892946
49,926,1,888069117
157,748,2,886890015
268,540,1,875542174
290,218,2,880475542
181,1346,1,878962086
193,682,1,889123377
326,282,2,879875964
334,635,2,891548155
13,300,1,881515736
148,185,1,877398385
49,546,1,888069636
82,413,1,884714593
1,260,1,875071713
243,129,2,879987526
162,230,2,877636860
92,1215,2,890251747
246,356,2,884923047
209,269,2,883589606
5,167,2,875636281
188,554,2,875074891
228,886,1,889387173
290,1013,2,880732131
13,29,2,882397833
203,294,2,880433398
193,195,1,889124507
290,239,2,880474451
49,1,2,888068651
1,145,2,875073067
224,778,1,888104057
217,1222,1,889070050
109,281,2,880571919
201,558,2,884112537
81,118,2,876533764
222,554,2,881060435
334,224,2,891545020
34,259,2,888602808
181,1393,1,878961709
149,327,2,883512689
205,984,1,888284710
23,215,2,874787116
211,181,1,879461498
236,696,2,890117223
116,1016,2,876453376
178,358,1,888512993
11,561,2,891905936
198,249,2,884205277
305,403,2,886324792
100,266,2,891375484
293,849,2,888907891
181,1351,1,878962168
265,279,2,875320462
334,229,2,891549777
181,1198,1,878962585
268,823,2,875742942
62,702,2,879376079
238,815,2,883576398
62,685,2,879373175
255,984,1,883215902
161,582,1,891170800
222,501,2,881060331
314,743,1,877886443
181,926,1,878962866
221,895,2,885081339
181,321,2,878961623
214,872,2,891542492
246,578,2,884923306
3,294,2,889237224
308,1028,2,887738972
121,121,2,891388501
339,1030,1,891036707
11,720,1,891904717
293,386,2,888908065
279,368,1,886016352
181,1067,1,878962550
13,830,1,882397581
127,268,1,884363990
201,210,2,884111270
209,258,2,883589626
294,120,2,889242937
95,976,2,879195703
5,453,1,879198898
204,748,1,892392030
246,294,2,884924460
57,825,1,883697761
266,874,2,892257101
22,294,1,878886262
328,679,2,885049460
178,978,2,882824983
38,444,1,892433912
43,944,2,883956260
206,903,2,888180018
318,47,2,884496855
206,362,1,888180018
323,546,2,878739519
21,982,1,874951482
181,887,1,878962005
201,304,2,884110967
95,514,2,888954076
342,1047,2,874984854
305,257,2,886322122
279,1142,1,890780603
128,660,2,879968415
197,1419,2,891410124
30,289,2,876847817
260,319,2,890618198
308,54,2,887740254
104,1241,1,888465379
186,53,1,879023882
99,1052,1,885679533
308,452,2,887741329
303,327,1,879466166
247,271,2,893081411
102,1030,1,892994075
167,675,1,892738277
13,859,1,882397040
94,700,2,891723427
100,288,2,891374603
13,625,2,882398691
82,13,2,878768615
14,313,2,890880970
325,240,1,891479592
223,323,2,891549017
293,559,2,888906168
237,499,2,879376487
286,13,2,876521933
327,169,2,887744205
262,50,2,879962366
102,734,2,892993786
23,90,2,874787370
133,260,1,890588878
275,252,2,876197944
246,215,2,884921058
13,913,1,892014908
21,439,1,874951820
82,275,2,884714125
151,826,1,879543212
11,120,2,891903935
217,540,1,889070087
224,632,2,888103872
62,1107,1,879376159
65,70,1,879216529
101,928,2,877136302
167,48,1,892738277
115,69,1,881171825
201,380,1,884140825
57,252,2,883697807
269,174,1,891449124
181,1347,1,878962052
305,76,1,886323506
125,346,1,892835800
234,628,2,892826612
291,574,1,875087656
224,977,2,888104281
135,229,2,879857843
92,931,1,875644796
269,405,1,891450902
11,743,2,891904065
1,140,1,878543133
49,117,1,888069459
239,286,1,889178512
5,241,1,875720948
249,826,1,879640481
194,62,2,879524504
49,72,2,888069246
1,225,2,878542738
36,319,2,882157356
62,827,2,879373421
269,805,2,891450623
22,780,1,878887377
28,441,2,881961782
254,384,1,886475790
49,721,2,888068934
303,1090,1,879485686
42,1043,2,881108633
234,212,2,892334883
168,411,1,884288222
303,398,1,879485372
116,905,2,890131519
13,312,1,883670630
15,278,1,879455843
279,1095,1,886016480
336,577,1,877757396
21,678,2,874951005
145,1217,2,875272349
13,860,1,882396984
102,67,1,892993706
275,969,2,880314412
254,240,1,886476165
313,740,2,891016540
101,1051,2,877136891
293,461,2,888905519
246,849,1,884923687
278,301,2,891294980
250,294,1,878089033
99,118,2,885679237
178,179,2,882828320
246,284,1,884922475
328,431,2,885047822
201,281,2,884112352
1,120,1,875241637
303,716,2,879467639
6,476,1,883600175
230,511,2,880485656
13,876,2,881515521
269,771,1,891451754
179,345,1,892151565
222,250,2,877563801
181,286,1,878961173
73,202,2,888626577
22,29,1,878888228
